ticker|alert_date|source|skip_category|skip_reason|ep_score|gap_pct|catalyst_quality|open_d0|close_d0|ret_1d|ret_5d|ret_20d|max_high_5d|max_high_20d|refreshed_et
FIVN|2026-05-01|moderate_alert|moderate_tier||54.7|14.07|strong|20.18|22.24|0.1565906838453915|0.09514370664023794|0.3012884043607533|0.2555599603567889|0.33448959365708625|2026-06-05 12:00:26
GPCR|2026-05-01|scan_filter|pm_rvol_low|pre-mkt volume 19,975 < 25,000 shares||8.06||43.93|42.21|-0.02025950375597543|-0.10994764397905755|-0.12246756203050313|0.019348964261324868|0.019348964261324868|2026-06-05 12:00:26
HUBS|2026-05-01|scan_filter|outside_top20|outside top-20 gap cap (gap 8.1%)||8.07||235.415|239.89|0.051037529469235246|-0.16173565830554548|0.11377779665696747|0.08319350933457939|0.1145424038400272|2026-06-05 12:00:26
INDV|2026-05-01|scan_filter|outside_top20|outside top-20 gap cap (gap 8.7%)||8.73||37.39|37.66|0.042524739235089495|0.05643220112329498|-0.0671302487296068|0.09654987964696442|0.09654987964696442|2026-06-05 12:00:26
ISPC|2026-05-01|scan_filter|extension_gate|already up 4149% in prior 5 days (extended)||23.9||6.06|5.62|-0.1089108910891088|-0.15511551155115505|-0.44884488448844884|0.11714521452145218|0.11714521452145218|2026-06-05 12:00:26
JTAI|2026-05-01|scan_filter|session_rvol_low|low volume rel_vol 1.2x < 2.0x (post-open)||8.4||7.12|7.03|0.008426966292134776|-0.0084269662921349|0.26544943820224715|0.09408707865168542|0.3342696629213483|2026-06-05 12:00:26
MESO|2026-05-01|scan_filter|pm_rvol_low|pre-mkt volume 110 < 25,000 shares||8.1||15.85|15.74|0.009463722397476363|-0.07003154574132489|-0.06246056782334387|0.013249211356466818|0.013249211356466818|2026-06-05 12:00:26
MLYS|2026-05-01|scan_filter|session_rvol_low|low volume projected 1.6x < 2.0x (post-open)||9.87||27.75|29.26|0.06846846846846842|0.06450450450450447|0.12108108108108107|0.11207207207207205|0.15819819819819822|2026-06-05 12:00:26
MRAM|2026-05-01|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $489M < $500M||17.92||18.3|21.49|0.02459016393442619|0.4748633879781419|0.6453551912568305|0.5098360655737704|1.814207650273224|2026-06-05 12:00:26
MRNA|2026-05-01|scan_filter|catalyst_downgrade|routine catalyst, gap 8.4%||8.4||46.635|45.37|0.014259676208855992|0.16543368714484838|-0.012329795218183677|0.23896215288946082|0.2754369036131661|2026-06-05 12:00:26
MTZ|2026-05-01|scan_filter|session_rvol_low|low volume rel_vol 0.0x < 2.0x (post-open)||8.18||406.88|417.41|0.04549252850963427|0.018211757766417678|-0.11008159653952031|0.08491447109712941|0.08491447109712941|2026-06-05 12:00:26
NUTX|2026-05-01|scan_filter|pm_rvol_low|pre-mkt volume 23,312 < 25,000 shares||12.78||121.81|139.57|0.2081930875954354|0.12191117313849432|0.05098103603973408|0.3299400706017568|0.3299400706017568|2026-06-05 12:00:26
NVT|2026-05-01|scan_filter|score_below_50|score 32 < 50 (catalyst=routine)|32.4|16.51|routine|164.3|158.92|-0.009799147900182676|0.034388314059646846|0.04412659768715763|0.062081558125380326|0.0651247717589774|2026-06-05 12:00:26
OLED|2026-05-01|moderate_alert|moderate_tier||54.7|13.5|routine|94.555|96.39|0.021204589921209827|-0.0296652741790493|0.008302046428004828|0.07397810797948273|0.07397810797948273|2026-06-05 12:00:26
OLED|2026-05-01|scan_filter|outside_top20|outside top-20 gap cap (gap 9.6%)||9.6||94.555|96.39|0.021204589921209827|-0.0296652741790493|0.008302046428004828|0.07397810797948273|0.07397810797948273|2026-06-05 12:00:26
PBM|2026-05-01|scan_filter|atr_high|quality filter: filter:atr_too_high: 18.0% > 15.0%||10.77||6.59|6.25|0.015174506828528155|-0.15174506828528073|-0.3641881638846737|0.05288315629742041|0.05288315629742041|2026-06-05 12:00:26
PS|2026-05-01|scan_filter|pm_rvol_low|pre-mkt volume 18,978 < 25,000 shares||8.93||29.88|37.99|0.1449129852744311|0.39290495314591695|0.2513386880856761|0.4203480589022757|0.8386880856760375|2026-06-05 12:00:26
QUAD|2026-05-01|scan_filter|outside_top20|outside top-20 gap cap (gap 9.9%)||9.95||7.51|8.43|0.059920106524633844|-0.006657789613848179|-0.0039946737683088365|0.15046604527296947|0.15046604527296947|2026-06-05 12:00:26
RDDT|2026-05-01|scan_filter|duplicate_scan|already scored earlier today||12.01||165.51|166.48|0.021509274364086776|-0.05866715002114664|0.07455742855416593|0.07020723823333941|0.10352848770467053|2026-06-05 12:00:26
RDDT|2026-05-01|moderate_alert|moderate_tier||54.7|14.85|strong|165.51|166.48|0.021509274364086776|-0.05866715002114664|0.07455742855416593|0.07020723823333941|0.10352848770467053|2026-06-05 12:00:26
RIOT|2026-05-01|moderate_alert|moderate_tier||57.6|11.25|strong|18.51|18.5|0.009184224743381856|0.300918422474338|0.5262020529443543|0.3219881145326849|0.5580767152890328|2026-06-05 12:00:26
RIOT|2026-05-01|scan_filter|outside_top20|outside top-20 gap cap (gap 10.1%)||10.09||18.51|18.5|0.009184224743381856|0.300918422474338|0.5262020529443543|0.3219881145326849|0.5580767152890328|2026-06-05 12:00:26
ROKU|2026-05-01|scan_filter|session_rvol_low|low volume rel_vol 0.1x < 2.0x (post-open)||10.63||125.495|123.58|0.00418343360293232|0.03215267540539461|0.02816845292641138|0.04163512490537467|0.06346866409020283|2026-06-05 12:00:26
SATL|2026-05-01|scan_filter|session_rvol_low|low volume projected 1.2x < 2.0x (post-open)||13.01||6.67|7.18|0.05847076461769111|0.1349325337331335|0.29985007496251875|0.14242878560719643|0.7991004497751124|2026-06-05 12:00:26
SILC|2026-05-01|scan_filter|pm_rvol_low|pre-mkt volume 7,955 < 25,000 shares||8.32||39.08|42.21|0.060388945752302955|0.14815762538382804|-0.015097236438075649|0.2518423746161719|0.34544524053224157|2026-06-05 12:00:26
TMC|2026-05-01|scan_filter|session_rvol_low|low volume rel_vol 0.2x < 2.0x (post-open)||8.4||5.495|5.4|-0.05550500454959048|0.037306642402183815|0.15741583257506828|0.13193812556869874|0.2010919017288443|2026-06-05 12:00:26
TRUP|2026-05-01|scan_filter|catalyst_downgrade|routine catalyst, gap 10.5%||10.53||25.5|24.33|0.03372549019607841|-0.03490196078431375|-0.1270588235294117|0.07352941176470588|0.07352941176470588|2026-06-05 12:00:26
VEEV|2026-05-01|scan_filter|outside_top20|outside top-20 gap cap (gap 9.9%)||9.94||174.02|171.6|-0.021836570509136944|-0.04413285829215036|0.08412826111941148|0.00626364785656823|0.1031490633260544|2026-06-05 12:00:26
XNDU|2026-05-01|scan_filter|outside_top20|outside top-20 gap cap (gap 9.8%)||9.76||29.5|36.12|-0.5257627118644068|-0.467457627118644|-0.45423728813559316|0.30305084745762706|0.30305084745762706|2026-06-05 12:00:26
ZETA|2026-05-01|scan_filter|score_below_50|score 36 < 50 (catalyst=strong)|36|8.03|strong|19.33|18.6|-0.045007759958613426|-0.11329539575788919|0.3047077082255562|0.028453181583031596|0.33144335230212113|2026-06-05 12:00:26
ADVB|2026-05-04|scan_filter|adv_low|quality filter: filter:adv_too_low: $139,809||30.17||6.14|5.96|0.11726384364820858|-0.18403908794788273|-0.28118892508143317|0.254055374592834|0.254055374592834|2026-06-05 12:00:26
AKTX|2026-05-04|scan_filter|pm_rvol_low|pre-mkt volume 1,017 < 25,000 shares||8.23||5.75|5.99|-0.022608695652173893|-0.10434782608695646|1.5443478260869568|0.14608695652173911|4.099130434782609|2026-06-05 12:00:26
BB|2026-05-04|scan_filter|score_below_50|score -14 < 50 (catalyst=routine)|-14.4|13.19|routine|6.1|5.58|-0.0819672131147541|0.019672131147541003|0.6918032786885248|0.08360655737704929|0.6934426229508198|2026-06-05 12:00:26
CELC|2026-05-04|scan_filter|pm_rvol_low|pre-mkt volume 23,148 < 25,000 shares||15.4||142.115|144.98|-0.002990535833655922|-0.11592724202230593|-0.3567181507933716|0.06266052140871829|0.06266052140871829|2026-06-05 12:00:26
CVV|2026-05-04|scan_filter|pm_rvol_low|pre-mkt volume 11,565 < 25,000 shares||12.3||8.3|7.38|-0.12289156626506029|-0.10602409638554225|-0.25903614457831325|0.018674698795180644|0.018674698795180644|2026-06-05 12:00:26
EBAY|2026-05-04|scan_filter|ma_filter|M&A/buyout catalyst — no momentum trade||8.48||109.14|109.33|-0.03555066886567707|-0.009254168957302593|-0.0023822613157412965|0.020524097489463027|0.09318306761957121|2026-06-05 12:00:26
GBTG|2026-05-04|scan_filter|score_below_50|score 48 < 50 (catalyst=routine)|47.5|56.49|routine|9.305|9.34|0.018807092960773854|0.009134873723804499|0.006985491671144492|0.025255239118753298|0.025255239118753298|2026-06-05 12:00:26
IMOS|2026-05-04|scan_filter|pm_rvol_low|pre-mkt volume 1,294 < 25,000 shares||10.15||48.24|48.14|0.13598673300165826|0.1851160862354892|0.3393449419568822|0.2701077943615257|0.47160033167495835|2026-06-05 12:00:26
INNV|2026-05-04|scan_filter|pm_rvol_low|pre-mkt volume 715 < 25,000 shares||10.46||8.3|8.17|-0.04096385542168683|-0.11325301204819281|-0.13012048192771095|0.03253012048192766|0.03253012048192766|2026-06-05 12:00:26
INTT|2026-05-04|scan_filter|pm_rvol_low|pre-mkt volume 16,710 < 25,000 shares||8.31||19.14|18.54|-0.14681295715778486|-0.08307210031347961|-0.10240334378265417|0.003657262277951948|0.035527690700104475|2026-06-05 12:00:26
KZIA|2026-05-04|scan_filter|pm_rvol_low|pre-mkt volume 4,288 < 25,000 shares||11.05||13.9|12.84|-0.03237410071942454|0.014388489208633042|-0.15179856115107923|0.0942446043165468|0.0942446043165468|2026-06-05 12:00:26
LWLG|2026-05-04|scan_filter|cooldown|EP cooldown — alerted within last 60 days||8.11||17.075|15.79|-0.02079062957540266|-0.01259150805270863|-0.2550512445095168|0.07057101024890201|0.09569546120058567|2026-06-05 12:00:26
MRAM|2026-05-04|scan_filter|extension_gate|already up 69% in prior 5 days (extended)||8.33||21.42|18.75|-0.11064425770308127|0.860877684407096|0.40569561157796435|1.0854341736694677|1.4042950513538748|2026-06-05 12:00:26
NICE|2026-05-04|scan_filter|catalyst_downgrade|routine catalyst, gap 9.6%||9.61||122.08|124.19|0.024000655307994813|-0.25139252948885976|-0.2050294888597641|0.03620576671035388|0.03620576671035388|2026-06-05 12:00:26
OUST|2026-05-04|scan_filter|catalyst_downgrade|routine catalyst, gap 8.5%||8.51||29.92|28.15|-0.04411764705882354|-0.10427807486631019|0.5384358288770053|0.019050802139037322|0.650735294117647|2026-06-05 12:00:26
POEL|2026-05-04|scan_filter|pm_rvol_low|pre-mkt volume 8,294 < 25,000 shares||9.27||22.7|19.9184|0.3810572687224671|1.93215859030837|1.1625550660792954|2.1066079295154183|4.903083700440528|2026-06-05 12:00:26
RIGL|2026-05-04|scan_filter|pm_rvol_low|pre-mkt volume 2,234 < 25,000 shares||8.84||29.4|29.54|-0.04455782312925166|-0.10884353741496597|0.021088435374149693|0.032993197278911646|0.1227891156462585|2026-06-05 12:00:26
RLYB|2026-05-04|scan_filter|adv_low|quality filter: filter:adv_too_low: $400,789||41.76||14.02|14.12|0.018544935805991425|-0.0014265335235377728|0.1576319543509273|0.09202567760342371|0.2534807417974322|2026-06-05 12:00:26
SSM|2026-05-04|scan_filter|adv_low|quality filter: filter:adv_too_low: $17,799||9||7.36|5.78|-0.19429347826086965|-0.4076086956521739|-0.4565217391304348|0.43206521739130416|0.43206521739130416|2026-06-05 12:00:26
ACNT|2026-05-05|scan_filter|session_rvol_low|low volume projected 0.0x < 2.0x (post-open)||12.67||14.91|14.94|-0.021462105969148243|-0.07712944332662645|-0.09322602280348763|0.03688799463447356|0.03688799463447356|2026-06-05 12:00:26
AIOS|2026-05-05|scan_filter|extension_gate|already up 87% in prior 5 days (extended)||17.59||16|19.6|0.17500000000000004|0.0774999999999999|-0.03125|1.02810625|1.02810625|2026-06-05 12:00:26
ARBB|2026-05-05|scan_filter|adv_low|quality filter: filter:adv_too_low: $14,825||51.13||5.47|5.47|-0.10968921389396703|-0.1425959780621571|-0.01828153564899445|0.017641681901279672|0.017641681901279672|2026-06-05 12:00:26
BDSX|2026-05-05|scan_filter|adv_low|quality filter: filter:adv_too_low: $666,365||18.46||13.5|14.94|0.1111111111111111|0.16666666666666666|0.1925925925925927|0.2222222222222222|0.2748148148148149|2026-06-05 12:00:26
BLLN|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 8.8%)||8.85||72.01|79.9|0.13039855575614498|0.3085682544091098|0.36592139980558247|0.4859047354534091|0.4859047354534091|2026-06-05 12:00:26
BLSH|2026-05-05|scan_filter|ma_filter|M&A/buyout catalyst — no momentum trade||12.87||41.77|45.34|0.06080919320086184|0.024658846061766673|-0.3272683744314101|0.17141489107014593|0.17141489107014593|2026-06-05 12:00:26
BUD|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 8.3%)||8.26||79.64|80.37|0.03076343545956809|0.002134605725765968|-0.007533902561526799|0.041058513309894434|0.06052235057759911|2026-06-05 12:00:26
CECO|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 8.3%)||8.26||79.06|87.78|0.09094358714900072|0.017581583607386802|0.0051859347331140474|0.1415380723501138|0.16367315962560078|2026-06-05 12:00:26
CEVA|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 8.8%)||8.81||34.69|33.72|-0.0008648025367541406|0.06889593542807727|0.44306716633035476|0.15134044393196888|0.477368117613145|2026-06-05 12:00:26
CLYM|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 10.4%)||10.42||9.93|11.45|0.23061430010070502|0.12487411883182278|0.05135951661631418|0.2567975830815711|0.2567975830815711|2026-06-05 12:00:26
CYRX|2026-05-05|high_unentered|window_missed|window:out_of_orb: detected 09:51 ET|100|15.57|strong|11|12.19|0.1536363636363636|0.18545454545454537|0.5|0.25363636363636355|0.5181818181818181|2026-06-05 12:00:26
CYRX|2026-05-05|scan_filter|duplicate_scan|already scored earlier today||16.36||11|12.19|0.1536363636363636|0.18545454545454537|0.5|0.25363636363636355|0.5181818181818181|2026-06-05 12:00:26
CYTK|2026-05-05|scan_filter|score_below_50|score 42 < 50 (catalyst=routine)|42|16.93|routine|74.685|77.09|0.002075383276427678|0.00167369619066747|-0.05322353886322566|0.07384347593224878|0.07384347593224878|2026-06-05 12:00:26
DOCN|2026-05-05|scan_filter|score_below_50|score 14 < 50 (catalyst=routine)|14.4|29.99|routine|130.2|152.77|0.23648233486943182|0.19600614439324127|0.33394777265745024|0.26551459293394797|0.3810291858678957|2026-06-05 12:00:26
ELPW|2026-05-05|scan_filter|cooldown|EP cooldown — alerted within last 60 days||16.7||7.51|5.87|-0.255659121171771|-0.596537949400799|-0.8875632490013315|0.1611185086551266|0.1611185086551266|2026-06-05 12:00:26
ENR|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 9.4%)||9.36||21.01|17.85|-0.0970966206568302|-0.15801999048072346|-0.11470728224654926|0.010709186101856156|0.010709186101856156|2026-06-05 12:00:26
EOLS|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 11.3%)||11.29||5.45|6.37|0.1596330275229358|0.19266055045871555|0.10642201834862386|0.2293577981651376|0.24128440366972467|2026-06-05 12:00:26
EVER|2026-05-05|scan_filter|duplicate_scan|already scored earlier today||41.34||19.09|23.82|0.07752750130958619|0.0015715034049241035|-0.05919329491880561|0.2561550550026192|0.2561550550026192|2026-06-05 12:00:26
EVER|2026-05-05|high_unentered|stop_too_wide|setup:stop_too_wide: ORB range $1.00 (5.5%) > 1.5x ATR $0.70|100|19.99|strong|19.09|23.82|0.07752750130958619|0.0015715034049241035|-0.05919329491880561|0.2561550550026192|0.2561550550026192|2026-06-05 12:00:26
EWTX|2026-05-05|scan_filter|score_below_50|score 44 < 50 (catalyst=routine)|44.4|22.16|routine|39.125|38.01|-0.0545686900958466|-0.1307348242811502|-0.07450479233226835|0.02134185303514379|0.041916932907348256|2026-06-05 12:00:26
FGNX|2026-05-05|scan_filter|pm_rvol_low|pre-mkt volume 1,116 < 25,000 shares||11.42||6.0365|6.33|0.06684336950219501|0.008862751594466936|0.17783483806841716|0.14138987824070232|0.4892570197962396|2026-06-05 12:00:26
FLY|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 8.7%)||8.66||38.69|31.52|-0.10700439390023264|0.01628327733264416|0.02817265443267003|0.04419746704574828|0.6068751615404498|2026-06-05 12:00:26
FSLY|2026-05-05|scan_filter|score_below_50|score -4 < 50 (catalyst=routine)|-4.3|13.28|routine|29.11|32.36|0.08450704225352115|-0.3462727585022329|-0.28443833734111995|0.12572655444864309|0.12572655444864309|2026-06-05 12:00:26
GFS|2026-05-05|scan_filter|score_below_50|score 0 < 50 (catalyst=strong)|0|9.23|strong|70|74.04|0.032857142857142814|0.030714285714285795|0.22842857142857134|0.09971428571428577|0.3221428571428571|2026-06-05 12:00:26
GILT|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 8.6%)||8.64||19.48|20.07|0.01950718685831617|0.02207392197125255|-0.2053388090349076|0.07433264887063656|0.07433264887063656|2026-06-05 12:00:26
GPK|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 8.9%)||8.94||10.87|10.73|0.030358785648574065|-0.06899724011039558|-0.005519779208831529|0.04691812327506915|0.06788408463661469|2026-06-05 12:00:26
IART|2026-05-05|scan_filter|duplicate_scan|already scored earlier today||16.67||12.23|13.22|0.14472608340147175|0.1259198691741618|0.3164349959116926|0.18152085036794757|0.36549468520032696|2026-06-05 12:00:26
IART|2026-05-05|high_unentered|window_missed|window:out_of_orb: detected 09:51 ET|100|18.31|strong|12.23|13.22|0.14472608340147175|0.1259198691741618|0.3164349959116926|0.18152085036794757|0.36549468520032696|2026-06-05 12:00:26
IMOS|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 10.1%)||10.05||52.12|54.8|0.06485034535686882|0.028396009209516578|0.2039524174980814|0.17555640828856497|0.36204911742133533|2026-06-05 12:00:26
INTC|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 10.7%)||10.73||100.505|108.15|0.12442167056365365|0.20003979901497443|0.12143674444057509|0.32082980946221584|0.32082980946221584|2026-06-05 12:00:26
INTT|2026-05-05|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $233M < $500M||10.05||16.08|16.33|0.08271144278606977|0.03669154228855743|0.034825870646766316|0.1473880597014926|0.23258706467661705|2026-06-05 12:00:26
JBTM|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 10.6%)||10.56||124.2|131.29|0.09919484702093403|0.04122383252818027|0.019404186795491114|0.14351851851851855|0.14351851851851855|2026-06-05 12:00:26
LXU|2026-05-05|scan_filter|pm_rvol_low|pre-mkt volume 269 < 25,000 shares||11.68||14.55|15.3|-0.033676975945017194|0.061168384879725|-0.11958762886597939|0.0659793814432989|0.0659793814432989|2026-06-05 12:00:26
MED|2026-05-05|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $136M < $500M||12.89||10|13.02|0.26899999999999996|0.257|0.22400000000000003|0.34299999999999997|0.34299999999999997|2026-06-05 12:00:26
MU|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 8.7%)||8.72||609.775|640.2|0.09317371161494004|0.2571522282809234|0.7704399163625927|0.34257718010741667|0.7863802222131114|2026-06-05 12:00:26
NBTX|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 8.3%)||8.31||33.79|34.77|0.23882805563776266|0.4276413139982244|0.04172832198875418|0.6200029594554602|0.6910328499556082|2026-06-05 12:00:26
PAY|2026-05-05|scan_filter|session_rvol_low|low volume projected 0.5x < 2.0x (post-open)||14.85||32.53|26.38|-0.16538579772517684|-0.18413771902858905|-0.3510605594835537|0|0|2026-06-05 12:00:26
PINS|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 10.5%)||10.5||24.71|22.28|-0.1436665317685148|-0.1679481991096723|-0.16349656009712663|0|0|2026-06-05 12:00:26
PLOW|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 9.0%)||8.96||48.48|50.74|-0.06311881188118802|-0.073019801980198|-0.07632013201320123|0.0794121287128714|0.0794121287128714|2026-06-05 12:00:26
POWL|2026-05-05|scan_filter|score_below_50|score 7 < 50 (catalyst=routine)|7.2|13.56|routine|278.19|294.69|0.15137136489449662|0.10733671231891878|0.0774290952226896|0.17905028937057407|0.17905028937057407|2026-06-05 12:00:26
RAAQ|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 9.5%)||9.53||10.87|10.845|0.009199632014719543|0.025758969641214456|0.08555657773689067|0.05703771849126044|0.10118675252989896|2026-06-05 12:00:26
ROK|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 10.0%)||10.01||454.5|435.93|0.010671067106710721|0.001276127612761241|0.015907590759075947|0.019768976897689798|0.029944994499449974|2026-06-05 12:00:26
RYTM|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 11.0%)||10.98||93.9|92.31|0.028860489882854033|-0.02758253461128864|-0.09787007454739097|0.05431309904153348|0.05431309904153348|2026-06-05 12:00:26
SEAT|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 9.1%)||9.1||7.07|7.16|0.07920792079207915|0.22772277227722762|0.23338048090523342|0.34370579915134364|0.4526166902404525|2026-06-05 12:00:26
SHLS|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 8.5%)||8.46||9.23|8.13|-0.09750812567713979|-0.06500541711809313|0.3423618634886241|0.043336944745395484|0.4279414951245936|2026-06-05 12:00:26
SILC|2026-05-05|scan_filter|extension_gate|already up 50% in prior 5 days (extended)||14.74||45.52|46.28|-0.029217926186291855|-0.06810193321616874|-0.03383128295254847|0.07473637961335662|0.15509666080843573|2026-06-05 12:00:26
SONO|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 10.2%)||10.22||14.89|14.01|-0.008730691739422484|-0.012088650100738731|0.05574210879785091|0.04432505036937543|0.12625923438549355|2026-06-05 12:00:26
STRL|2026-05-05|high_unentered|stop_too_wide|setup:stop_too_wide: ORB range $35.02 (5.0%) > 1.5x ATR $20.33|96|29.37|strong|727.45|806|0.21825555020963636|0.17032098426008657|0.31559557357894|0.22200838545604507|0.3358306412811876|2026-06-05 12:00:26
STRL|2026-05-05|scan_filter|duplicate_scan|already scored earlier today||42.59||727.45|806|0.21825555020963636|0.17032098426008657|0.31559557357894|0.22200838545604507|0.3358306412811876|2026-06-05 12:00:26
TASK|2026-05-05|scan_filter|pm_rvol_low|pre-mkt volume 187 < 25,000 shares||11.53||6.42|6.39|0.040498442367601216|-0.09345794392523359|-0.08722741433021801|0.08566978193146414|0.08566978193146414|2026-06-05 12:00:26
TORO|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 8.8%)||8.82||6.1|6.49|-0.07049180327868848|-0.11475409836065563|-0.16557377049180325|0.14754098360655746|0.14754098360655746|2026-06-05 12:00:26
TRT|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 10.3%)||10.33||12.51|13.45|0.008792965627497956|-0.11990407673860912|-0.0463629096722622|0.10791366906474817|0.7090327737809752|2026-06-05 12:00:26
UCTT|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 8.6%)||8.64||80|83.14|0.04324999999999992|0.037374999999999936|0.15687499999999996|0.10465125000000004|0.17249999999999996|2026-06-05 12:00:26
ULS|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 9.0%)||8.96||96.71|104.74|0.08458277323958233|0.005583703856891803|0.013649053872402103|0.11198428290766221|0.11198428290766221|2026-06-05 12:00:26
VCX|2026-05-05|moderate_alert|moderate_tier||60|20.65|routine|125.13|137.79|0.27051866059298324|1.1977143770478702|0.2466235115479902|1.4773435626947975|1.4773435626947975|2026-06-05 12:00:26
VCX|2026-05-05|scan_filter|catalyst_downgrade|routine catalyst, gap 10.9%||10.87||125.13|137.79|0.27051866059298324|1.1977143770478702|0.2466235115479902|1.4773435626947975|1.4773435626947975|2026-06-05 12:00:26
VOYG|2026-05-05|scan_filter|duplicate_scan|already scored earlier today||15.17||27.04|26.4|-0.01516272189349113|0.07988165680473373|0.6627218934911243|0.2337278106508876|0.9378698224852071|2026-06-05 12:00:26
VOYG|2026-05-05|moderate_alert|moderate_tier||54|12.51|routine|27.04|26.4|-0.01516272189349113|0.07988165680473373|0.6627218934911243|0.2337278106508876|0.9378698224852071|2026-06-05 12:00:26
VRDN|2026-05-05|scan_filter|duplicate_scan|already scored earlier today||33.02||19.07|18.75|-0.08075511274252749|-0.11588883062401682|-0.14263240692186674|0.048767697954902975|0.048767697954902975|2026-06-05 12:00:26
VRDN|2026-05-05|moderate_alert|moderate_tier||50.4|17.16|routine|19.07|18.75|-0.08075511274252749|-0.11588883062401682|-0.14263240692186674|0.048767697954902975|0.048767697954902975|2026-06-05 12:00:26
VVX|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 10.5%)||10.48||71|76.5|0.07788732394366199|-0.01211267605633802|0.16535211267605626|0.10366197183098591|0.1838028169014084|2026-06-05 12:00:26
WAT|2026-05-05|scan_filter|score_below_50|score 30 < 50 (catalyst=routine)|30|12.22|routine|338.09|342.75|0.03383714395575142|0.041764027330000904|0.12328078322340208|0.05726285900204092|0.13960779674051302|2026-06-05 12:00:26
WOLF|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 8.5%)||8.51||38.69|36.63|0.11346601188937712|0.3884724735073663|0.5939519255621609|0.3951925562160765|1.088911863530628|2026-06-05 12:00:26
WYY|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 10.0%)||10||10|9.6|-0.184|-0.17200000000000007|0.15999999999999998|0.04900000000000002|0.20999999999999996|2026-06-05 12:00:26
XNCR|2026-05-05|scan_filter|outside_top20|outside top-20 gap cap (gap 9.1%)||9.06||13.49|12.85|-0.0355819125277984|-0.07783543365455899|-0.1534469977761305|0.024462564862861382|0.024462564862861382|2026-06-05 12:00:26
ACLS|2026-05-06|scan_filter|ma_filter|M&A/buyout catalyst — no momentum trade||18.87||159.23|171|-0.003579727438296761|0.01833825284180127|0.016579790240532657|0.07774916787037633|0.07774916787037633|2026-06-05 17:32:04
ADPT|2026-05-06|scan_filter|outside_top20|outside top-20 gap cap (gap 8.8%)||8.85||14.636|14.43|0.0036895326591965204|-0.1028969663842579|0.23531019404208794|0.028969663842580026|0.23838480459141848|2026-06-05 17:32:04
AG|2026-05-06|scan_filter|outside_top20|outside top-20 gap cap (gap 9.6%)||9.61||20.45|21.18|0.04498777506112478|0.17261613691931546|-0.03325183374083128|0.1982885085574572|0.1982885085574572|2026-06-05 17:32:04
AGI|2026-05-06|scan_filter|outside_top20|outside top-20 gap cap (gap 8.3%)||8.33||40.86|42|0.03695545766030343|0.06828193832599116|-0.05506607929515418|0.1037689672050906|0.1037689672050906|2026-06-05 17:32:04
AGM|2026-05-06|scan_filter|outside_top20|outside top-20 gap cap (gap 8.0%)||8.01||177.99|178.9|0.026068880274172628|-0.0376987471206248|0.023203550761278696|0.0478116748131917|0.0478116748131917|2026-06-05 17:32:04
ALAB|2026-05-06|scan_filter|outside_top20|outside top-20 gap cap (gap 8.0%)||8.03||229.75|213.91|-0.14842219804134926|-0.02463547334058758|0.5584330794341676|0.008618063112078302|0.6207616974972797|2026-06-05 17:32:04
AMCR|2026-05-06|scan_filter|outside_top20|outside top-20 gap cap (gap 8.3%)||8.26||40.625|40.21|-0.017353846153846112|-0.03753846153846151|-0.07347692307692306|0.01809230769230768|0.01809230769230768|2026-06-05 17:32:04
